category,over_represented_pvalue,numDEInCat,numInCat,FDR
GO_ANCHORED_COMPONENT_OF_SYNAPTIC_VESICLE_MEMBRANE,0.016975856220037857,1,13,0.18189327294304505
GO_PHOSPHOLIPID_HOMEOSTASIS,0.01706554712896608,1,15,0.18189327294304505
GO_HEMIDESMOSOME_ASSEMBLY,0.017152693428070846,1,15,0.18189327294304505
GO_MYOSIN_V_BINDING,0.01734062689745858,1,14,0.18189327294304505
GO_REGULATION_OF_NEUROTRANSMITTER_UPTAKE,0.01743863247739742,1,15,0.18189327294304505
GO_DERMATAN_SULFATE_PROTEOGLYCAN_METABOLIC_PROCESS,0.017695499403961396,1,16,0.18189327294304505
GO_INFLAMMATORY_RESPONSE,0.018120596521412027,3,480,0.18202962869236627
GO_PLATELET_MORPHOGENESIS,0.019570129129775682,1,18,0.1860410131485061
GO_CIRCULATORY_SYSTEM_DEVELOPMENT,0.01957096764506392,4,929,0.1860410131485061
GO_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR,0.019782641669637526,1,15,0.1860410131485061
GO_BLOOD_VESSEL_MORPHOGENESIS,0.021189719685196073,3,521,0.19140567056968666
GO_NEGATIVE_REGULATION_OF_NERVOUS_SYSTEM_PROCESS,0.021219180674015035,1,17,0.19140567056968666
GO_POSITIVE_REGULATION_OF_MACROPHAGE_ACTIVATION,0.022337371734698293,1,19,0.19206194760525522
GO_MICROTUBULE_ANCHORING,0.0230365869045134,1,21,0.19206194760525522
GO_PEPTIDASE_ACTIVATOR_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS,0.02353842358940536,1,20,0.19206194760525522
GO_HYALURONIC_ACID_BINDING,0.023963535802720617,1,21,0.19206194760525522
GO_VESICLE_LOCALIZATION,0.024147704224659935,2,206,0.19206194760525522
GO_POSITIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR,0.0241557477835404,1,20,0.19206194760525522
GO_CHONDROITIN_SULFATE_BIOSYNTHETIC_PROCESS,0.025078150337638345,1,23,0.19206194760525522
GO_RNA_POLYMERASE_II_GENERAL_TRANSCRIPTION_INITIATION_FACTOR_BINDING,0.025318274924455444,1,21,0.19206194760525522
GO_REGULATION_OF_CYTOPLASMIC_TRANSLATION,0.025437260514644677,1,21,0.19206194760525522
GO_POSITIVE_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT,0.025637228300249,1,22,0.19206194760525522
GO_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR,0.026352416872090948,1,20,0.19412947095773664
GO_ORGANIC_HYDROXY_COMPOUND_TRANSPORT,0.028122071106657636,2,221,0.2014065950240255
GO_BONE_CELL_DEVELOPMENT,0.028251603826899504,1,25,0.2014065950240255
GO_ORGANELLE_LOCALIZATION,0.029433575668176015,3,582,0.20205187184418402
GO_NEUROTRANSMITTER_REUPTAKE,0.03133397738969055,1,27,0.20205187184418402
GO_CELLULAR_MACROMOLECULE_CATABOLIC_PROCESS,0.0313911994259049,4,1030,0.20205187184418402
GO_CHONDROITIN_SULFATE_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS,0.031443018851708464,1,28,0.20205187184418402
GO_TRANSCRIPTION_COACTIVATOR_BINDING,0.03156927616503745,1,27,0.20205187184418402
GO_TBP_CLASS_PROTEIN_BINDING,0.031990795248700445,1,26,0.20205187184418402
GO_NEUROINFLAMMATORY_RESPONSE,0.032508383430676455,1,28,0.20205187184418402
GO_MICROGLIAL_CELL_ACTIVATION,0.03254702037667213,1,28,0.20205187184418402
GO_SECRETORY_GRANULE_ORGANIZATION,0.033465595728865725,1,28,0.20205187184418402
GO_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE,0.033692350278657565,1,27,0.20205187184418402
GO_STEROL_TRANSPORTER_ACTIVITY,0.033760223821197005,1,29,0.20205187184418402
GO_NEGATIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR,0.03382768895128873,1,27,0.20205187184418402
GO_T_CELL_MEDIATED_CYTOTOXICITY,0.03765723141751954,1,31,0.22192661715391515
GO_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE,0.03909753284988089,1,32,0.22215295670288132
GO_POSITIVE_REGULATION_OF_AMINE_TRANSPORT,0.039203063433401276,1,33,0.22215295670288132
GO_BILE_ACID_BIOSYNTHETIC_PROCESS,0.0392315774850475,1,33,0.22215295670288132
GO_NEUROTRANSMITTER_UPTAKE,0.03970607144689508,1,34,0.22215295670288132
GO_ORGANONITROGEN_COMPOUND_CATABOLIC_PROCESS,0.04140316383972556,4,1134,0.22708920824128526
GO_VACUOLE,0.04209538447502585,3,659,0.22708920824128526
GO_CHONDROITIN_SULFATE_PROTEOGLYCAN_METABOLIC_PROCESS,0.04298527341635384,1,38,0.22708920824128526
GO_REGULATION_OF_MYELINATION,0.0435638456430461,1,38,0.22708920824128526
GO_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE_BY_P53_CLASS_MEDIATOR,0.04387933030005527,1,37,0.22708920824128526
GO_MEMBRANE_BIOGENESIS,0.04640639192183606,1,40,0.22708920824128526
GO_ENDODERMAL_CELL_DIFFERENTIATION,0.046755687162003186,1,43,0.22708920824128526
GO_REGULATION_OF_MACROPHAGE_ACTIVATION,0.04693694702580102,1,41,0.22708920824128526
GO_CHOLESTEROL_BINDING,0.04852844898769119,1,42,0.22708920824128526
GO_HSP90_PROTEIN_BINDING,0.04855785184970683,1,41,0.22708920824128526
GO_SULFUR_COMPOUND_CATABOLIC_PROCESS,0.04886026380483035,1,42,0.22708920824128526
GO_TUBE_MORPHOGENESIS,0.04910180064803743,3,725,0.22708920824128526
GO_PEPTIDASE_ACTIVATOR_ACTIVITY,0.049158164638182664,1,41,0.22708920824128526
GO_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY,0.0493828465703745,2,294,0.22708920824128526
GO_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION,0.05009746002274664,2,320,0.22708920824128526
GO_VESICLE_ORGANIZATION,0.050665754485969106,2,304,0.22708920824128526
GO_VESICLE_DOCKING_INVOLVED_IN_EXOCYTOSIS,0.05097157571414617,1,43,0.22708920824128526
GO_REGULATION_OF_B_CELL_PROLIFERATION,0.05100226222554842,1,45,0.22708920824128526
GO_REGULATION_OF_MEMBRANE_LIPID_DISTRIBUTION,0.05101117628618622,1,46,0.22708920824128526
GO_DOPAMINE_TRANSPORT,0.05165459781901271,1,44,0.22708920824128526
GO_E_BOX_BINDING,0.052326830651300185,1,45,0.22708920824128526
GO_PROTEIN_SELF_ASSOCIATION,0.052602432166407614,1,46,0.22708920824128526
GO_CAMP_MEDIATED_SIGNALING,0.05291427569620774,1,46,0.22708920824128526
GO_LIGAND_ACTIVATED_TRANSCRIPTION_FACTOR_ACTIVITY,0.05350792796555097,1,46,0.22708920824128526
GO_BILE_ACID_METABOLIC_PROCESS,0.05389570285265082,1,46,0.22708920824128526
GO_CELLULAR_RESPONSE_TO_CAMP,0.05463802810853432,1,47,0.22708920824128526
GO_GENERAL_TRANSCRIPTION_INITIATION_FACTOR_BINDING,0.054745678075980214,1,46,0.22708920824128526
GO_GOLGI_VESICLE_TRANSPORT,0.054974084348003445,2,321,0.22708920824128526
GO_COLLAGEN_CONTAINING_EXTRACELLULAR_MATRIX,0.05750292870020641,2,334,0.23408541856041862
GO_INTRINSIC_COMPONENT_OF_SYNAPTIC_VESICLE_MEMBRANE,0.05772694711105346,1,48,0.23408541856041862
GO_ENDODERM_FORMATION,0.05838160281647626,1,53,0.23458789495347734
GO_STEROL_BINDING,0.05907022346137335,1,51,0.23521656549483802
GO_MYELOID_CELL_DEVELOPMENT,0.0613700483927605,1,54,0.24219251240714412
GO_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS,0.0635164541657691,1,57,0.2473755164039566
GO_AMINOGLYCAN_CATABOLIC_PROCESS,0.0638027350001155,1,57,0.2473755164039566
GO_BASAL_TRANSCRIPTION_MACHINERY_BINDING,0.06491776784012998,1,56,0.24951002943771697
GO_POSITIVE_REGULATION_OF_FAT_CELL_DIFFERENTIATION,0.06579253559144231,1,55,0.2497171662668375
GO_REGULATION_OF_EMBRYONIC_DEVELOPMENT,0.06610160283533933,1,58,0.2497171662668375
GO_GLAND_DEVELOPMENT,0.0678902458696973,2,366,0.2513631663851499
GO_B_CELL_PROLIFERATION,0.06910734777595845,1,61,0.2513631663851499
GO_PROTEIN_CATABOLIC_PROCESS,0.06950935238267342,3,814,0.2513631663851499
GO_PROTEOLYSIS,0.06998282522479204,4,1347,0.2513631663851499
GO_GOLGI_LUMEN,0.06999681931801696,1,63,0.2513631663851499
GO_ENDOSOME,0.07004062132851084,3,817,0.2513631663851499
GO_MYOSIN_BINDING,0.07051817337501942,1,61,0.2513631663851499
GO_P53_BINDING,0.07311447959912055,1,64,0.2555090977654817
GO_VESICLE_DOCKING,0.07315369713660926,1,62,0.2555090977654817
GO_MEGAKARYOCYTE_DIFFERENTIATION,0.07420866804695664,1,66,0.2555090977654817
GO_ESTABLISHMENT_OF_ORGANELLE_LOCALIZATION,0.07574313834787536,2,386,0.2555090977654817
GO_ENDOPLASMIC_RETICULUM_GOLGI_INTERMEDIATE_COMPARTMENT_MEMBRANE,0.07605920505334318,1,65,0.2555090977654817
GO_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR,0.0761166606496891,1,64,0.2555090977654817
GO_REGULATION_OF_ANATOMICAL_STRUCTURE_MORPHOGENESIS,0.07659088309922275,3,864,0.2555090977654817
GO_GDP_BINDING,0.07916340911674288,1,66,0.2555090977654817
GO_COPII_COATED_VESICLE_BUDDING,0.0792149196356493,1,68,0.2555090977654817
GO_MACROPHAGE_ACTIVATION,0.0792224061453397,1,70,0.2555090977654817
GO_REGULATION_OF_CELL_ACTIVATION,0.0794389483842433,2,399,0.2555090977654817
GO_ENDOMEMBRANE_SYSTEM_ORGANIZATION,0.07971661384218989,2,401,0.2555090977654817
GO_TUBE_DEVELOPMENT,0.07991927002249556,3,883,0.2555090977654817
GO_ANIMAL_ORGAN_MORPHOGENESIS,0.0808785896955401,3,883,0.2555090977654817
GO_ENDODERM_DEVELOPMENT,0.080888933999246,1,74,0.2555090977654817
GO_SIGNAL_TRANSDUCTION_INVOLVED_IN_CELL_CYCLE_CHECKPOINT,0.08093048345512996,1,68,0.2555090977654817
GO_CYCLIC_NUCLEOTIDE_MEDIATED_SIGNALING,0.08170556454481659,1,72,0.25612666332488604
GO_CELLULAR_RESPONSE_TO_ALCOHOL,0.08338079643753638,1,74,0.2588931596644975
GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_DNA_DAMAGE_STIMULUS,0.08491539443272539,1,73,0.2588931596644975
GO_MONOAMINE_TRANSPORT,0.0852955330118047,1,73,0.2588931596644975
GO_SKELETAL_SYSTEM_DEVELOPMENT,0.08575719001401921,2,418,0.2588931596644975
GO_EXOPEPTIDASE_ACTIVITY,0.085827042129146,1,75,0.2588931596644975
GO_POSITIVE_REGULATION_OF_CELL_CYCLE_ARREST,0.08610247617801162,1,73,0.2588931596644975
GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_OR_POLYSACCHARIDE_ANTIGEN_VIA_MHC_CLASS_II,0.0873294056988302,1,76,0.2595669854202969
GO_PROTEOGLYCAN_METABOLIC_PROCESS,0.08754797179107882,1,79,0.2595669854202969
GO_LEUKOCYTE_MEDIATED_CYTOTOXICITY,0.08808834346842653,1,74,0.2595669854202969
GO_ALCOHOL_BINDING,0.0896329311917905,1,79,0.26123234504603665
GO_T_CELL_MEDIATED_IMMUNITY,0.0898355575723927,1,77,0.26123234504603665
GO_COPII_COATED_ER_TO_GOLGI_TRANSPORT_VESICLE,0.09197168169349865,1,78,0.264438578940086
GO_LYSOSOMAL_LUMEN,0.09213470849948698,1,81,0.264438578940086
GO_CELLULAR_RESPONSE_TO_KETONE,0.09321441699305374,1,82,0.2650634238358242
GO_RESPONSE_TO_CAMP,0.09355179664793795,1,81,0.2650634238358242
GO_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY,0.09456203312019405,1,84,0.2662192270008011
GO_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,0.09558468171308794,1,80,0.2670770661773495
GO_BASEMENT_MEMBRANE,0.09607523421311893,1,91,0.2670770661773495
GO_AZUROPHIL_GRANULE_LUMEN,0.09773782838343395,1,81,0.2693704059790917
GO_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE,0.0981190845308456,1,85,0.2693704059790917
GO_STEROID_BINDING,0.09927386701465847,1,87,0.27085832852147557
GO_CARBOHYDRATE_DERIVATIVE_METABOLIC_PROCESS,0.10012409303001338,3,939,0.2715021418359872
GO_REGULATION_OF_B_CELL_ACTIVATION,0.10145365087670792,1,91,0.27240126920544766
GO_INTEGRIN_MEDIATED_SIGNALING_PATHWAY,0.10168825660384359,1,93,0.27240126920544766
GO_CELL_CELL_SIGNALING_BY_WNT,0.10386318736727865,2,463,0.2738619105628909
GO_STEROL_TRANSPORT,0.10407262357823784,1,92,0.2738619105628909
GO_APOPTOTIC_PROCESS,0.10463795882720343,4,1542,0.2738619105628909
GO_MITOTIC_DNA_INTEGRITY_CHECKPOINT,0.10534333740295818,1,92,0.2738619105628909
GO_AMINE_TRANSPORT,0.10542562180583533,1,91,0.2738619105628909
GO_AMINOGLYCAN_BIOSYNTHETIC_PROCESS,0.1059511011453718,1,96,0.2738619105628909
GO_POSITIVE_REGULATION_OF_RESPONSE_TO_DNA_DAMAGE_STIMULUS,0.10796135372421373,1,97,0.2761989315495936
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,0.10810501166986354,1,94,0.2761989315495936
GO_RESPONSE_TO_XENOBIOTIC_STIMULUS,0.10905162728938467,1,92,0.27701620265464383
GO_REGULATION_OF_CELL_CYCLE_ARREST,0.11087218964292771,1,95,0.2795963569038803
GO_SYNAPTIC_VESICLE_MEMBRANE,0.11191236536960208,1,97,0.2795963569038803
GO_PLASMA_MEMBRANE_ORGANIZATION,0.11280393513661054,1,102,0.2795963569038803
GO_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT,0.11305853166212625,1,101,0.2795963569038803
GO_MUCOPOLYSACCHARIDE_METABOLIC_PROCESS,0.1132301988366393,1,102,0.2795963569038803
GO_VESICLE_BUDDING_FROM_MEMBRANE,0.11466583026846272,1,100,0.2800611029875638
GO_FORMATION_OF_PRIMARY_GERM_LAYER,0.11468565529581232,1,105,0.2800611029875638
GO_CHAPERONE_BINDING,0.11674649092342178,1,99,0.2835271922425957
GO_APOPTOTIC_SIGNALING_PATHWAY,0.11815120332829192,2,490,0.2853706659623226
GO_CELL_SUBSTRATE_JUNCTION_ORGANIZATION,0.1191781489938217,1,110,0.28541004867531444
GO_CYTOPLASMIC_TRANSLATION,0.11967511040650056,1,96,0.28541004867531444
GO_POSITIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY,0.12010468111676129,1,103,0.28541004867531444
GO_DEFENSE_RESPONSE,0.12399047524215655,3,1032,0.291714684610002
GO_CENTRIOLE,0.12407773915538546,1,114,0.291714684610002
GO_ANCHORED_COMPONENT_OF_MEMBRANE,0.12676196639217369,1,111,0.29476005671193173
GO_REGULATION_OF_FAT_CELL_DIFFERENTIATION,0.12742710726971299,1,113,0.29476005671193173
GO_RESPONSE_TO_ORGANOPHOSPHORUS,0.12819350830236972,1,113,0.29476005671193173
GO_ENDOPLASMIC_RETICULUM_GOLGI_INTERMEDIATE_COMPARTMENT,0.12822195940755,1,114,0.29476005671193173
GO_CENTROSOME,0.12870744557783442,2,528,0.29476005671193173
GO_LIPID_HOMEOSTASIS,0.12942096422964128,1,115,0.2948663205644404
GO_POSITIVE_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_CELLULAR_PROTEIN_CATABOLIC_PROCESS,0.1328710151652944,1,118,0.29950994692513727
GO_HEAT_SHOCK_PROTEIN_BINDING,0.13330161589466688,1,116,0.29950994692513727
GO_INTEGRIN_BINDING,0.13349198991912228,1,123,0.29950994692513727
GO_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY_INVOLVED_IN_CELL_CELL_SIGNALING,0.1373331916122378,2,551,0.3065720742050965
GO_REGULATION_OF_NERVOUS_SYSTEM_PROCESS,0.13946115844758017,1,127,0.3097579499187459
GO_RESPONSE_TO_PURINE_CONTAINING_COMPOUND,0.14059439574149005,1,126,0.3106088124576314
GO_SIGNAL_TRANSDUCTION_IN_RESPONSE_TO_DNA_DAMAGE,0.1412497088325428,1,123,0.3106088124576314
GO_CYSTEINE_TYPE_PEPTIDASE_ACTIVITY,0.14287603858341857,1,130,0.31262974779144065
GO_CILIARY_BASAL_BODY,0.14392110879312794,1,131,0.3133651728402096
GO_DNA_INTEGRITY_CHECKPOINT,0.14844295520555761,1,133,0.3193116225550421
GO_MORPHOGENESIS_OF_A_POLARIZED_EPITHELIUM,0.14859160913692016,1,133,0.3193116225550421
GO_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,0.14881944399624134,1,128,0.3193116225550421
GO_NEGATIVE_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_METABOLIC_PROCESS,0.15276995704116803,3,1152,0.3236821912263777
GO_AMINOGLYCAN_METABOLIC_PROCESS,0.15299831249304874,1,141,0.3236821912263777
GO_MITOTIC_CELL_CYCLE_CHECKPOINT,0.15305334381518765,1,137,0.3236821912263777
GO_POSITIVE_REGULATION_OF_CELLULAR_PROTEIN_CATABOLIC_PROCESS,0.1539457862160383,1,139,0.32401922622613777
GO_PEPTIDASE_REGULATOR_ACTIVITY,0.15702603062452022,1,139,0.3289360451944926
GO_AZUROPHIL_GRANULE,0.15895823501711306,1,136,0.32988845636073444
GO_STEROL_METABOLIC_PROCESS,0.15897339639103264,1,144,0.32988845636073444
GO_ZINC_ION_BINDING,0.1642124992834091,2,612,0.33916787235171414
GO_GASTRULATION,0.17301653541122852,1,162,0.3556898076826186
GO_NEGATIVE_REGULATION_OF_BIOSYNTHETIC_PROCESS,0.17417434850924124,3,1225,0.35641232426428066
GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN,0.17499416986250688,1,155,0.3564397376922951
GO_SULFUR_COMPOUND_BIOSYNTHETIC_PROCESS,0.17780743996876594,1,161,0.35850050680711537
GO_BONE_DEVELOPMENT,0.17814588519843544,1,166,0.35850050680711537
GO_REGULATION_OF_LEUKOCYTE_PROLIFERATION,0.17843916628408457,1,161,0.35850050680711537
GO_STEROID_BIOSYNTHETIC_PROCESS,0.18081398984384897,1,163,0.36162797968769794
GO_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR,0.1830026017969458,1,166,0.36435653150563085
GO_RESPONSE_TO_KETONE,0.18430147757024903,1,168,0.3652970990405833
GO_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION,0.18680475263185983,2,691,0.36860580653250913
GO_PHOSPHATASE_BINDING,0.18783574668401443,1,174,0.36899288904148614
GO_ENDOPLASMIC_RETICULUM_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT,0.1892090462941086,1,172,0.3700460108937876
GO_NEGATIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_II,0.19445628918712024,2,685,0.3766027645177309
GO_VESICLE_MEDIATED_TRANSPORT_IN_SYNAPSE,0.1947878072316709,1,182,0.3766027645177309
GO_REGULATION_OF_EXOCYTOSIS,0.19511772188814563,1,180,0.3766027645177309
GO_MONOCARBOXYLIC_ACID_BIOSYNTHETIC_PROCESS,0.19871685766154223,1,177,0.38133560617300355
GO_FAT_CELL_DIFFERENTIATION,0.20042413858443686,1,185,0.38133560617300355
GO_TRANSPORT_VESICLE_MEMBRANE,0.20124638369351694,1,183,0.38133560617300355
GO_GOLGI_APPARATUS,0.2017200593785483,3,1322,0.38133560617300355
GO_GLYCOSAMINOGLYCAN_BINDING,0.20360967000057506,1,193,0.38133560617300355
GO_REGULATION_OF_CELL_DIFFERENTIATION,0.20374001291121005,3,1333,0.38133560617300355
GO_B_CELL_ACTIVATION,0.20401202343082145,1,192,0.38133560617300355
GO_LYMPHOCYTE_MEDIATED_IMMUNITY,0.2044718069298684,1,186,0.38133560617300355
GO_IMPORT_INTO_CELL,0.2076751190064625,1,197,0.3841089432676315
GO_REGULATION_OF_NEUROTRANSMITTER_LEVELS,0.2076969172872487,1,195,0.3841089432676315
GO_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS,0.21323935225581944,1,197,0.391125751922592
GO_NEGATIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY,0.21361515478778337,1,194,0.391125751922592
GO_NEUROTRANSMITTER_TRANSPORT,0.2148818228386149,1,203,0.391125751922592
GO_EXOCYTIC_VESICLE,0.21573901225064163,1,198,0.391125751922592
GO_POSITIVE_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS,0.21738404963840033,1,205,0.391125751922592
GO_RESPONSE_TO_TOXIC_SUBSTANCE,0.21747850339953845,1,195,0.391125751922592
GO_REGULATION_OF_RESPONSE_TO_DNA_DAMAGE_STIMULUS,0.2176853732419856,1,203,0.391125751922592
GO_RNA_LOCALIZATION,0.21997490670432465,1,200,0.3936393067340546
GO_UBIQUITIN_LIKE_PROTEIN_LIGASE_ACTIVITY,0.22458355917523112,1,213,0.39928753253614185
GO_CELL_CYCLE_ARREST,0.22493799909841475,1,208,0.39928753253614185
GO_ORGANIC_HYDROXY_COMPOUND_BIOSYNTHETIC_PROCESS,0.22884760495445225,1,213,0.4034501548198397
GO_LEUKOCYTE_PROLIFERATION,0.2291085720809497,1,214,0.4034501548198397
GO_RESPONSE_TO_ALCOHOL,0.2303161768187848,1,213,0.40396726251548765
GO_NEGATIVE_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION,0.2317475079467585,1,211,0.4048711403654832
GO_EXOCYTOSIS,0.23459497677248486,2,760,0.408232203674954
GO_MEMBRANE_ORGANIZATION,0.23676423910814182,2,767,0.41039134778744585
GO_EPIDERMIS_DEVELOPMENT,0.2447424123799622,1,235,0.4189077454043993
GO_PROTEIN_HETERODIMERIZATION_ACTIVITY,0.24488248252327457,1,229,0.4189077454043993
GO_REGULATION_OF_CELLULAR_PROTEIN_CATABOLIC_PROCESS,0.24548288400634485,1,233,0.4189077454043993
GO_INTRACELLULAR_RECEPTOR_SIGNALING_PATHWAY,0.24690423050614282,1,237,0.4189077454043993
GO_NERVOUS_SYSTEM_PROCESS,0.24728310702752632,2,808,0.4189077454043993
GO_REGULATION_OF_INFLAMMATORY_RESPONSE,0.24980895636644482,1,237,0.4189077454043993
GO_LATE_ENDOSOME,0.25000143588036305,1,235,0.4189077454043993
GO_COGNITION,0.2512646779834583,1,242,0.4189077454043993
GO_SECRETORY_VESICLE,0.25206763675674276,2,794,0.4189077454043993
GO_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE,0.2524308951219279,1,242,0.4189077454043993
GO_ENDOPLASMIC_RETICULUM_LUMEN,0.25303590898814615,1,247,0.4189077454043993
