FFQ	18	45	7275	18293	20550	44808	109974	43358	47788	64733	64158	68385	70714	89419	86524	102342	143746	149359	194520	204057	377936	1393445	997301	1538798	10522228	11138918	14748537	2477322	28560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	19	63	7249	18420	21040	50489	112284	47186	52082	68701	74964	77874	75164	96976	94197	120752	145140	137647	179808	240039	402079	1355210	1023369	1867478	10339223	11388306	14485752	2244669	26932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	20	47428	26499	24112	56501	89674	181318	63762	88185	85999	93440	84048	104537	101218	124095	150916	138389	175721	232696	338411	556896	1395664	1163821	1994299	9178333	10708704	13405080	4048170	95177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	21	47	7466	19151	21400	46475	110671	52485	41381	72225	62896	70334	80177	87481	96827	95849	147947	154814	187287	196583	328422	1322492	774691	1413456	9735001	10904471	14328597	4142244	252223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	22	57	7433	19067	22006	51536	113058	45779	52602	68983	66459	82647	66523	92054	96810	105992	134719	147614	200047	238891	334861	1343013	769618	1479824	9508800	10748937	14120104	4612219	223440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	23	22498	13202	17121	29163	61028	120533	60856	61865	75570	82862	91918	98208	116118	112195	146658	181278	202784	300416	278798	522528	1406104	1166722	2122608	9706239	11033630	13798536	2865251	58404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	24	27155	10680	20541	26878	58344	133004	56426	66188	77840	90615	92568	101515	115742	115287	157547	179811	207491	278409	378638	551116	1443581	1178593	2365645	8879822	10605425	13184736	4209436	140060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	25	35471	14753	21195	31532	59277	137674	59339	63305	96127	94009	93147	114011	117710	122584	163959	208629	207871	262503	384703	552753	1377749	1362692	2182480	7900411	9871713	12523502	6198637	495357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	26	30398	8065	20541	23364	55148	123357	53876	57042	75589	74312	96604	82077	110857	112096	136557	130606	194654	213426	305306	424426	1397541	866462	1956367	8776925	11122957	13724032	4317385	263123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	27	2808	7897	20161	22745	54907	120691	50294	55741	71796	79767	86818	78834	100815	99107	120928	155769	146219	189221	207294	357885	1219475	932307	1499405	8217005	10843285	13884438	5614902	512579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	28	65	7897	20217	23036	55048	120942	50656	51541	76694	80621	79459	83208	99177	89017	127147	166888	131503	190215	224751	371348	1161163	834486	1461053	7860896	10779686	13918474	6098233	589672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	29	27972	8427	21282	25122	60006	122421	56396	59579	75880	86773	94561	83198	107218	124841	135081	153411	183900	241173	277267	464998	1385321	940668	1890573	9197745	11169877	13920219	3638983	200201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	30	115	8397	21226	23262	56526	125377	52209	55108	79420	79843	85259	84182	107217	92283	139997	155612	141216	203675	255102	343827	1381670	818982	1411647	9526906	10979923	14312540	3982220	229352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	31	56	8226	21111	23863	56696	124537	51772	57050	76407	82248	86422	82931	107789	104228	132567	156757	145980	190105	242579	360249	943257	1067022	1514977	5655301	9584765	12123164	10563778	1189256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	32	27895	8550	21289	24477	57527	126704	53043	58583	77552	82930	87724	83782	108062	111594	136824	145365	160693	211219	251194	373334	1387915	674922	1636039	8886064	10690140	13790529	5211575	267568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	33	274	11983	23575	27632	65270	138596	61600	68750	91561	97480	98218	101344	134449	124800	176233	192656	209189	280324	372984	534208	1487292	1155451	2244430	9608566	11007253	13933948	2385513	119514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	34	187	8834	22114	25181	61152	135839	55893	61070	81431	87291	97655	89584	114798	114403	152091	170928	206472	207729	333229	405343	1303335	873150	1808704	7996731	9668092	13610467	6590478	470912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	35	71	8842	22468	25524	59741	131977	55295	61031	80243	86401	90123	87016	115331	110699	140898	159863	162932	219355	263688	423770	1364551	893571	1529080	9926273	11027057	14323322	3232860	151111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	36	49	8950	22729	25649	59480	131720	54713	60011	81285	87356	93461	85469	112144	111475	147214	160887	159617	205231	278583	418763	1367449	896675	1526759	9698325	11109376	14412996	3277533	157865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	37	618	15983	21032	37125	66412	149184	60636	74750	100378	102646	93761	112146	138864	139208	167502	191249	231961	289689	416122	530196	1509437	1082844	2521709	8910534	10274642	13188837	4162890	159988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	38	61	9244	23366	25587	61796	135249	57132	61780	82784	88920	92133	91911	113453	112843	148154	160814	174572	204575	277235	434117	1388684	808590	1660546	9150925	10826530	13912858	4430100	214977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	39	202	10713	29192	33191	61891	146117	70655	76156	93582	95921	106951	112204	135802	143124	177494	192184	221015	303110	417722	597194	1456881	1389256	2149928	9287475	10927352	13700561	2721597	89974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	40	25903	9401	24008	26437	62467	138857	57941	63259	84128	90740	97417	94450	121043	116837	155105	172920	192805	230801	340316	434618	1389537	912416	1730793	9155423	10761050	13767799	4301662	187638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	41	100	9722	24050	26772	64629	142199	58870	64362	85930	92611	98545	96992	112739	124981	148370	180086	183808	227716	303711	437113	1418620	868469	1642403	9651311	10654822	14054443	3813565	156766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	42	158	10130	24706	30189	65231	143540	61314	69753	93737	95796	98507	100128	132685	134110	147206	177971	199553	258701	371869	479815	1391513	1243495	1671363	9993099	10982691	14377126	2329627	57301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	43	75	9721	24793	27115	64463	142335	59063	64791	86539	95851	96023	97844	121129	122431	152031	180391	185670	227676	287506	434022	1294447	810352	1586317	8991333	10856194	13900005	4523622	297065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	44	40658	10023	25442	33194	63884	146862	62370	77828	90882	98554	99351	101894	140150	121886	162585	193154	197720	257896	383918	501218	1382430	1080210	1867140	9194656	10413345	13531061	4287355	170530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	45	69	10145	25117	27816	65695	145516	60450	65844	87869	94636	97439	97827	125496	120268	149218	183384	180415	249760	288180	423188	1454140	791084	1666648	9111660	10643091	13899964	4445171	223614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	46	166	10245	25804	27867	66508	147897	61985	66758	89484	96400	99884	105515	121636	120311	158348	186692	195057	247701	304776	427523	1413906	905408	1641460	9568885	10815946	13958654	3710063	156326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	47	220	10373	26941	30419	67569	153327	67400	64831	104263	96071	100923	117679	126949	133057	179864	184970	211946	272792	346163	549878	1371054	1061161	2078005	8846915	10818812	13369523	4175756	161482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	48	69	10685	26663	28946	68346	152504	62842	68910	91820	101372	104182	103715	128399	129986	171306	189257	207655	245135	377994	455947	1458016	1028552	1624221	9700552	10896886	14114187	3045422	131652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	49	88	10774	26722	29088	68954	152275	63322	68997	91862	101105	107569	99242	132099	130276	168342	197890	201684	244812	353281	429301	1423830	804383	1736212	9162684	10730539	13634580	4366062	185543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	50	26628	10827	27335	29520	69211	154249	64099	69503	92484	102087	101382	103542	131680	131390	160453	182949	208080	249396	337565	452020	1464154	886693	1722685	9519752	10780158	13810010	3681728	147284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	51	76	11251	28085	30016	70554	156739	65145	70348	94787	103820	113640	96361	134698	136300	174374	195865	224552	230019	364530	500025	1418983	1052216	1828339	9829764	10674576	14006240	2999843	100221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	52	100	11062	28352	30748	71276	159874	65902	71494	95914	104718	108233	110818	122456	142079	183140	182085	224828	257448	351413	501487	1464889	938423	1800016	9222592	10608748	13520505	4197495	128680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	53	94	11442	28614	31106	72302	160730	67159	72652	96503	106121	112601	108097	133152	137406	182870	203327	229620	244353	391843	465424	1334992	976988	1795656	8122993	9773267	12772002	6629664	436383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	54	271	11835	30527	36741	73233	165695	71912	83577	106583	110785	118613	117756	140135	174135	181844	201746	237762	299804	391041	579526	1423016	1067275	2243820	9049508	10725085	13423992	3491248	131806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	55	216	11749	29428	32073	75410	170661	66296	73818	107860	112904	118358	115659	141485	137675	213268	197691	227825	258359	422094	477719	1506865	917616	1786213	9238869	10448722	13462627	4199222	130329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	56	115	11967	29819	32105	74883	166315	72246	72504	99987	110820	123577	107590	137520	138569	181590	218496	244488	247441	376511	504836	1478649	1068405	1735440	9952246	10558429	13970254	2896984	60341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	57	104	12074	30164	32580	75736	168176	69373	78195	100445	108435	121372	115352	138199	143800	194010	202873	245894	265932	367551	492681	1476351	977471	1700153	9490373	10517401	13756553	3650587	131277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	58	234	12171	33394	35008	75604	171743	78558	83549	105102	108751	119743	124173	145825	143558	189542	223900	242022	292529	444283	531273	1454294	1201811	1788190	9451170	10441546	13535601	3503309	116449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	59	132	12451	31203	33647	77547	171641	71422	80145	103700	111081	117971	117168	148722	151636	192248	199163	254045	259481	412246	481199	1491562	1021575	1837327	9805025	10657610	13787224	2918160	96846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	60	211	12962	31879	33375	78362	176943	75599	71882	115221	112035	121394	130301	142371	165101	199801	210383	264299	279312	415285	564036	1447426	1129522	1888668	9265568	10708234	13411899	3475801	100911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	61	132	13001	32081	34680	80884	182631	73903	85615	110576	116152	127917	130539	145440	181106	196675	206440	245125	277991	398107	545416	1464419	1053212	1953849	9946951	10457932	13737051	2785755	29737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	62	104	13171	32213	34460	80849	181754	74014	79382	112882	116812	129460	117341	155718	147271	215877	214575	245217	263923	421775	549714	1476063	956325	1920007	9211736	10360243	13338341	4026787	119207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	63	536	17725	34006	41381	82665	202007	83577	93825	110223	129784	148764	149803	160631	176846	211846	257590	279061	345904	528518	655070	1557353	1383990	2564979	9233175	10646748	12928506	2519320	30480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	64	76686	14041	38100	39490	86329	194173	92882	89013	127790	117145	141223	170385	162718	169253	229767	227737	291513	314185	504144	613812	1487082	1380232	2449212	9730189	10742685	13148824	1911959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	65	40711	13534	34125	42360	85839	191666	86229	86056	136109	127790	137078	149018	165728	175710	222382	240792	267968	340772	472762	649181	1466938	1461551	2083376	9897794	10634458	13396112	1919061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	66	24916	22645	35875	49726	88946	211023	103059	91768	135068	144753	148163	165111	171127	196958	258971	247583	328617	388478	574604	873176	1461992	1743404	3333533	9052077	10655425	12415146	1576509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	67	235	14303	38693	40064	85365	200855	92291	89325	121210	127377	140524	159362	161809	176716	212822	241427	305005	295978	510458	582881	1514102	1287884	1888692	9630191	10450884	13393720	2650290	59433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	68	370	14162	35655	44321	83997	197746	91476	87165	125627	143379	128149	144816	177071	183108	191635	228677	282426	341173	451860	617892	1518290	1222343	1968182	9799901	10323700	13337256	2675711	28208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	69	253	14803	36839	41491	92104	201903	84377	96689	135546	131063	147451	155455	171471	171026	231682	249279	267701	303704	458175	625905	1492233	1187982	1783612	9792870	10160487	13538557	2781783	60592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	70	28203	15250	37351	45895	90082	206582	89409	103222	129945	139803	141920	167029	167096	206489	206662	260609	277239	337913	491037	644865	1470804	1299138	2092293	9447274	9952200	13007801	3241754	84996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	71	26486	15309	37806	46687	88696	213396	92534	90380	145115	137590	147309	169012	169902	201598	209341	239096	288652	328847	474104	627358	1492607	1265387	1814689	9977619	10508839	13472523	2064611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	72	1376	18650	52064	49837	92290	227794	115650	96372	157123	144475	150254	160355	180090	205445	246836	277733	254481	352589	500066	611790	1436805	1192648	1984037	9267471	10090724	13057678	3289872	88328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	73	139	15922	38897	44643	90598	222222	92667	91182	142866	137071	156984	170001	178356	207652	207440	236235	279648	339339	463547	586559	1532273	1109179	1769145	9930679	10441555	13623935	2112600	30651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	74	173	15869	39618	44445	94235	220069	85776	100211	143593	135307	158739	169436	168893	199908	227407	258924	274109	327562	478394	608772	1530355	1128123	2042279	9178586	9856974	12770330	3853582	83230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	75	257	16405	40411	50073	97285	221351	95986	104611	143864	149106	150658	170616	191674	193591	224549	241801	297786	379646	480636	639419	1445729	1191954	2122832	9236315	10018063	12885876	3254389	87627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	76	203	16189	40238	42795	104329	218850	94534	94666	146300	153089	156628	173274	173518	203912	233487	247998	278051	343153	465510	622979	1486064	1237444	1894645	9850463	10427326	13242444	2080900	38211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	77	296	16853	45147	53262	90526	228177	115705	101111	145582	150580	149064	194451	191635	216340	231491	271135	300406	375789	548312	611080	1556299	1321628	2054267	9464808	10296104	12733989	2508473	27102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	78	26455	17224	41915	58854	96326	224130	103515	111451	151561	164337	151256	168489	178641	214562	233996	253294	291076	343419	523077	638965	1481373	1214903	2035898	9302365	9864974	12802563	3181397	54799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	79	1128	16911	42267	57290	99607	228359	105637	112094	151321	167600	145522	172647	187945	215868	235060	250020	280909	368697	512422	641627	1502994	1278893	2165581	9791430	10335543	12900622	1893318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	80	1173	17885	44566	59048	101638	235015	107244	112997	165929	148008	174246	172920	191446	204131	251496	276304	299047	378824	555707	676041	1569299	1421768	1991102	9739292	10152240	12851730	1890362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	81	1053	17996	45773	63750	99654	229407	112275	109104	174899	164516	158873	164069	187491	230279	250744	234463	309247	384397	529647	603902	1531107	1195428	1807706	9843671	10085902	13124842	2052251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	82	26519	24528	46396	63216	104294	257626	118141	111902	176976	163740	170678	223222	191566	219071	288245	308839	340799	485544	545657	770469	1535895	1553690	2650066	8967480	9936782	12044493	2245260	54670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	83	26382	24106	45225	63464	107970	248110	122400	111078	162810	177448	175187	194367	189734	233911	267022	288179	347670	423539	592245	681007	1566471	1491897	2209898	9284588	9798291	12323926	2342449	24794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	84	214	19053	46776	64925	103382	241394	117007	108247	176266	179970	155406	177461	194514	237599	253128	256394	334508	360779	505816	709461	1436243	1425859	2081517	9492169	10112072	12655093	1930640	38124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	85	574	26879	54933	62141	119918	265635	133228	118655	180276	185453	194120	213018	204483	247755	298472	327957	410825	540723	663062	898804	1695920	1646696	3303664	8655642	10300563	11137110	1405146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	86	252	19134	47259	62984	112517	242463	118874	113617	178567	180933	170080	178742	192851	241626	260282	263063	347041	374007	511467	685735	1472589	1386321	1919985	9573327	9999501	12558502	1914368	36660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	87	356	26122	48767	67140	114913	268153	128503	117036	180926	189295	187254	230339	187637	253148	329942	330130	381684	510896	570064	760230	1673105	1744002	2560712	9079319	9684330	11767169	1636931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	88	306	20066	50412	73905	105105	255365	122673	130433	182916	190339	159448	186324	205699	257847	280550	283241	321731	433508	546840	702093	1495951	1335237	2117268	9447422	9812890	12382708	1793857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	89	270	20093	51850	77215	102553	259332	123300	135359	185697	181799	173967	179884	200560	251499	285576	296611	350111	416071	536195	705596	1489201	1365069	2071421	9412515	9827774	12323695	1734407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	90	253	20959	54311	78236	104715	264376	125271	137038	192984	182878	170218	186814	211348	261197	289171	288081	325833	489754	529027	759627	1399248	1357497	2001617	9276079	9764171	12227088	1886907	37175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	91	350	20974	55020	81025	103724	270595	129507	137091	201984	175726	176878	182272	228048	254619	289118	302339	345983	473678	554935	716315	1416347	1438881	1779059	9365734	9590681	12323483	1819027	29531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	92	301	21527	59229	74824	110262	268145	146623	128011	193958	186042	183441	205392	215031	270095	301545	280037	397735	509807	587435	913982	1509654	1609999	2315216	9045693	9495590	11719568	1571159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	93	301	22128	55265	80271	111137	270891	137718	134047	191696	198102	185870	207152	218855	275006	276140	315420	364650	501705	572637	798713	1468245	1471741	2069788	9166715	9529660	11829062	1710135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	94	294	21999	53838	74529	120532	267019	133449	124387	199407	197516	189423	181552	201830	278312	295258	274714	354548	449131	534444	739442	1431388	1285644	1984955	9014160	9460129	11835440	2226997	21494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	95	273	21947	54074	55228	124707	277413	121086	124417	164603	177019	177494	203456	225969	249357	276881	263860	330962	413410	521178	627825	1070466	1392949	1819913	3926017	7974440	9831742	10228916	1127566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	96	1367	22992	56344	56616	130303	295134	117480	132492	177877	181254	197658	195553	241124	233656	305065	300530	317014	410469	538058	600904	957409	1359483	1915697	2559662	8583984	9174498	11162750	1385402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	97	394	0	0	0	12260	157927	0	0	0	0	0	0	0	0	0	20543	130135	59474	124809	181652	271214	226148	287272	355995	374771	495475	654084	740443	1116126	1256532	1451700	2216353	2205683	2463989	1275566	3497675	2871040	3668484	363613	3376337	4773132	6061252	743255	0
FFQ	98	347	0	0	0	11637	158446	0	0	0	0	0	0	0	0	0	43936	120096	75288	133549	196710	253229	252138	291858	347403	376449	526502	701076	802956	1149080	1422845	1464425	2180703	2135977	2270577	1632704	3263299	3015667	3353112	288834	3317896	4720490	6020780	728246	0
# Last Fragment Qualities. Use `grep ^LFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
LFQ	1	55214	0	0	0	7835	39169	0	0	0	0	21794	23485	41691	20757	51903	24483	65453	55558	75025	69602	76960	112172	155351	178462	186679	220591	432689	489645	602217	1092597	1595237	2461894	2371560	0	11264392	5669540	17291139	0	0	0	0	0	0	0
LFQ	2	23	0	0	0	8419	42931	0	5519	1499	22488	16722	34120	48434	44908	52536	48987	79661	77463	105616	98616	141920	144235	180091	203199	276171	426993	623302	895171	1527091	2782375	3191332	4836007	8283629	9959746	8368812	2113342	111736	0	0	0	0	0	0	0
